cycle,tile_id,label,front,factions,faction_labels_zh,faction_labels_en,marker_count,confidence,right_inner_faction,right_inner_faction_zh,right_inner_faction_en,right_inner_score,right_inner_second,right_inner_second_score,right_inner_ink_ratio,right_inner_box_score,right_inner_confidence,right_inner_duplicate_suppressed,right_outer_faction,right_outer_faction_zh,right_outer_faction_en,right_outer_score,right_outer_second,right_outer_second_score,right_outer_ink_ratio,right_outer_box_score,right_outer_confidence,right_outer_duplicate_suppressed
c2,009,009,D:\download\ato2\ATO\map\images\c2-tile-009-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6106,helots,0.702,0.8142,0.1166,none,False,symmachy,邦联同盟,Symmachy,0.6481,cyclopes,0.7692,0.8695,0.1293,forced,False
c2,010,010,D:\download\ato2\ATO\map\images\c2-tile-010-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5651,cyclopes,0.7096,0.8676,0.0473,none,False,symmachy,邦联同盟,Symmachy,0.6536,cyclopes,0.7757,0.8701,0.1256,forced,False
c2,011,011,D:\download\ato2\ATO\map\images\c2-tile-011-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.62,cyclopes,0.7691,0.9964,0.0065,none,False,symmachy,邦联同盟,Symmachy,0.6678,cyclopes,0.7807,0.8703,0.1293,forced,False
c2,012,012,D:\download\ato2\ATO\map\images\c2-tile-012-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.612,cyclopes,0.756,0.9384,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6669,cyclopes,0.7779,0.8724,0.1275,forced,False
c2,013,013,D:\download\ato2\ATO\map\images\c2-tile-013-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6052,helots,0.6987,0.7807,0.1064,none,False,symmachy,邦联同盟,Symmachy,0.6244,cyclopes,0.7506,0.885,0.1078,forced,False
c2,014,014,D:\download\ato2\ATO\map\images\c2-tile-014-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.5939,cyclopes,0.6727,0.7803,0.1416,none,False,symmachy,邦联同盟,Symmachy,0.7134,helots,0.7237,0.7549,0.2551,low,False
c2,015,015,D:\download\ato2\ATO\map\images\c2-tile-015-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.4853,cyclopes,0.6723,0.7994,0.0012,none,False,symmachy,邦联同盟,Symmachy,0.7132,helots,0.7217,0.7564,0.2519,low,False
c2,016,016,D:\download\ato2\ATO\map\images\c2-tile-016-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.368,cyclopes,0.4334,0.3317,0.0005,none,False,symmachy,邦联同盟,Symmachy,0.6691,helots,0.7901,0.8652,0.1349,forced,False
c2,017,017,D:\download\ato2\ATO\map\images\c2-tile-017-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.5835,symmachy,0.5892,0.7734,0.0036,none,False,symmachy,邦联同盟,Symmachy,0.6476,cyclopes,0.7649,0.857,0.141,low,False
c2,018,018,D:\download\ato2\ATO\map\images\c2-tile-018-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.5459,cyclopes,0.624,0.787,0.1025,none,False,symmachy,邦联同盟,Symmachy,0.6302,cyclopes,0.7579,0.8515,0.1363,low,False
c2,019,019,D:\download\ato2\ATO\map\images\c2-tile-019-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6268,cyclopes,0.7483,0.9252,0.0733,none,False,symmachy,邦联同盟,Symmachy,0.645,cyclopes,0.7795,0.8605,0.1381,forced,False
c2,020,020,D:\download\ato2\ATO\map\images\c2-tile-020-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.4994,cyclopes,0.6747,0.8748,0.1012,none,False,symmachy,邦联同盟,Symmachy,0.6287,cyclopes,0.7523,0.8779,0.1208,forced,False
c2,021,021,D:\download\ato2\ATO\map\images\c2-tile-021-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5893,cyclopes,0.7231,0.9486,0.0264,none,False,symmachy,邦联同盟,Symmachy,0.6277,cyclopes,0.7515,0.878,0.1176,forced,False
c2,022,022,D:\download\ato2\ATO\map\images\c2-tile-022-front.png,helots,希洛人,Helots,1,low,,,,0.615,cyclopes,0.7575,0.9559,0.0,none,False,helots,希洛人,Helots,0.734,cyclopes,0.7791,0.7549,0.2562,low,False
c2,023,023,D:\download\ato2\ATO\map\images\c2-tile-023-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.599,cyclopes,0.7325,0.8983,0.008,none,False,symmachy,邦联同盟,Symmachy,0.6757,helots,0.7825,0.8617,0.1376,forced,False
c2,024,024,D:\download\ato2\ATO\map\images\c2-tile-024-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6167,cyclopes,0.7166,0.8864,0.0919,none,False,symmachy,邦联同盟,Symmachy,0.6743,helots,0.7902,0.8701,0.1342,forced,False
c2,025,025,D:\download\ato2\ATO\map\images\c2-tile-025-front.png,"helots,symmachy",希洛人、邦联同盟,"Helots, Symmachy",2,forced,helots,希洛人,Helots,0.3667,cyclopes,0.4051,0.2441,0.2348,medium,False,symmachy,邦联同盟,Symmachy,0.6339,cyclopes,0.7441,0.8757,0.1239,forced,False
c2,026,026,D:\download\ato2\ATO\map\images\c2-tile-026-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5684,cyclopes,0.7007,0.854,0.0593,none,False,symmachy,邦联同盟,Symmachy,0.6344,cyclopes,0.7427,0.8737,0.1178,forced,False
c2,027,027,D:\download\ato2\ATO\map\images\c2-tile-027-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5423,cyclopes,0.662,0.809,0.1899,none,False,symmachy,邦联同盟,Symmachy,0.6268,cyclopes,0.7497,0.8798,0.1157,forced,False
c2,028,028,D:\download\ato2\ATO\map\images\c2-tile-028-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.5893,helots,0.6745,0.7071,0.0014,none,False,symmachy,邦联同盟,Symmachy,0.7211,helots,0.7221,0.7509,0.2594,low,False
c2,029,029,D:\download\ato2\ATO\map\images\c2-tile-029-front.png,helots,希洛人,Helots,1,low,,,,0.572,cyclopes,0.652,0.7389,0.2004,none,False,helots,希洛人,Helots,0.7328,cyclopes,0.7557,0.7534,0.2623,low,False
c2,030,030,D:\download\ato2\ATO\map\images\c2-tile-030-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5771,cyclopes,0.6531,0.7389,0.1026,none,False,symmachy,邦联同盟,Symmachy,0.6614,helots,0.8052,0.863,0.1345,forced,False
c2,031,031,D:\download\ato2\ATO\map\images\c2-tile-031-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6218,cyclopes,0.7299,0.8808,0.0973,none,False,symmachy,邦联同盟,Symmachy,0.6789,helots,0.7782,0.87,0.1336,forced,False
c2,032,032,D:\download\ato2\ATO\map\images\c2-tile-032-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6001,cyclopes,0.7388,0.9649,0.0099,none,False,symmachy,邦联同盟,Symmachy,0.6355,cyclopes,0.7449,0.8797,0.1181,forced,False
c2,033,033,D:\download\ato2\ATO\map\images\c2-tile-033-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.4709,cyclopes,0.5688,0.7108,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6395,cyclopes,0.7398,0.8791,0.1182,forced,False
c2,034,034,D:\download\ato2\ATO\map\images\c2-tile-034-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5088,cyclopes,0.6183,0.7667,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6343,cyclopes,0.738,0.8761,0.1147,forced,False
c2,035,035,D:\download\ato2\ATO\map\images\c2-tile-035-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.5782,cyclopes,0.7255,0.9203,0.0411,none,False,symmachy,邦联同盟,Symmachy,0.6903,helots,0.7126,0.7515,0.2571,low,False
c2,036,036,D:\download\ato2\ATO\map\images\c2-tile-036-front.png,helots,希洛人,Helots,1,low,,,,0.5847,cyclopes,0.757,0.9635,0.0292,none,False,helots,希洛人,Helots,0.7318,cyclopes,0.7518,0.7509,0.261,low,False
c2,037,037,D:\download\ato2\ATO\map\images\c2-tile-037-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6051,cyclopes,0.7266,0.9104,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6706,helots,0.79,0.8614,0.1393,forced,False
c2,038,038,D:\download\ato2\ATO\map\images\c2-tile-038-front.png,symmachy,邦联同盟,Symmachy,1,low,symmachy,邦联同盟,Symmachy,0.4663,cyclopes,0.5206,0.5207,0.3166,low,False,,,,0.6331,cyclopes,0.7494,0.8734,0.1403,none,True
c2,039,039,D:\download\ato2\ATO\map\images\c2-tile-039-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5087,symmachy,0.5646,0.5433,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6343,cyclopes,0.7436,0.8765,0.1207,forced,False
c2,040,040,D:\download\ato2\ATO\map\images\c2-tile-040-front.png,helots,希洛人,Helots,1,low,,,,0.6269,cyclopes,0.7259,0.892,0.0936,none,False,helots,希洛人,Helots,0.7327,cyclopes,0.7889,0.7571,0.2568,low,False
c2,041,041,D:\download\ato2\ATO\map\images\c2-tile-041-front.png,helots,希洛人,Helots,1,low,,,,0.5958,cyclopes,0.7358,0.8759,0.1151,none,False,helots,希洛人,Helots,0.7319,cyclopes,0.7796,0.7543,0.2575,low,False
c2,042,042,D:\download\ato2\ATO\map\images\c2-tile-042-front.png,helots,希洛人,Helots,1,low,,,,0.5801,cyclopes,0.6344,0.8033,0.0042,none,False,helots,希洛人,Helots,0.7345,cyclopes,0.7709,0.7567,0.2541,low,False
c2,043,043,D:\download\ato2\ATO\map\images\c2-tile-043-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5911,cyclopes,0.7292,0.9169,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6831,helots,0.764,0.8639,0.1357,forced,False
c2,044,044,D:\download\ato2\ATO\map\images\c2-tile-044-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5985,cyclopes,0.7457,0.9098,0.0684,none,False,symmachy,邦联同盟,Symmachy,0.6775,helots,0.7792,0.8639,0.1368,forced,False
c2,045,045,D:\download\ato2\ATO\map\images\c2-tile-045-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.1756,cyclopes,0.2394,0.0359,0.0694,none,False,symmachy,邦联同盟,Symmachy,0.6703,helots,0.7925,0.8636,0.1425,forced,False
c2,046,046,D:\download\ato2\ATO\map\images\c2-tile-046-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.3936,cyclopes,0.478,0.3556,0.0019,none,False,symmachy,邦联同盟,Symmachy,0.6356,cyclopes,0.7465,0.8768,0.1152,forced,False
c2,047,047,D:\download\ato2\ATO\map\images\c2-tile-047-front.png,symmachy,邦联同盟,Symmachy,1,medium,symmachy,邦联同盟,Symmachy,0.3424,cyclopes,0.4124,0.4401,0.1633,medium,False,,,,0.6355,cyclopes,0.7502,0.8754,0.1182,none,True
c2,048,048,D:\download\ato2\ATO\map\images\c2-tile-048-front.png,symmachy,邦联同盟,Symmachy,1,low,symmachy,邦联同盟,Symmachy,0.4187,helots,0.6047,0.6963,0.2227,low,False,,,,0.6363,cyclopes,0.7387,0.8749,0.1277,none,True
c2,049,049,D:\download\ato2\ATO\map\images\c2-tile-049-front.png,helots,希洛人,Helots,1,low,,,,0.4024,cyclopes,0.404,0.3255,0.0865,none,False,helots,希洛人,Helots,0.7319,cyclopes,0.7612,0.754,0.2566,low,False
c2,050,050,D:\download\ato2\ATO\map\images\c2-tile-050-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.607,cyclopes,0.7525,0.9642,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6823,helots,0.7713,0.8605,0.1393,forced,False
c2,051,051,D:\download\ato2\ATO\map\images\c2-tile-051-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.587,helots,0.6398,0.6728,0.222,none,False,symmachy,邦联同盟,Symmachy,0.6622,helots,0.8029,0.8688,0.1519,low,False
c2,052,052,D:\download\ato2\ATO\map\images\c2-tile-052-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5827,cyclopes,0.7457,0.9339,0.0579,none,False,symmachy,邦联同盟,Symmachy,0.6282,cyclopes,0.7543,0.8791,0.1128,forced,False
c2,053,053,D:\download\ato2\ATO\map\images\c2-tile-053-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5797,cyclopes,0.6822,0.7918,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6345,cyclopes,0.7494,0.8782,0.1156,forced,False
c2,054,054,D:\download\ato2\ATO\map\images\c2-tile-054-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.4774,cyclopes,0.5045,0.5624,0.0,none,False,symmachy,邦联同盟,Symmachy,0.636,cyclopes,0.7486,0.8807,0.1137,forced,False
c2,055,055,D:\download\ato2\ATO\map\images\c2-tile-055-front.png,helots,希洛人,Helots,1,low,,,,0.5238,cyclopes,0.6341,0.8059,0.1627,none,False,helots,希洛人,Helots,0.7211,symmachy,0.742,0.7479,0.2691,low,False
c2,056,056,D:\download\ato2\ATO\map\images\c2-tile-056-front.png,helots,希洛人,Helots,1,low,,,,0.3651,cyclopes,0.4169,0.2059,0.0134,none,False,helots,希洛人,Helots,0.7259,cyclopes,0.7843,0.7516,0.2546,low,False
c2,057,057,D:\download\ato2\ATO\map\images\c2-tile-057-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5935,cyclopes,0.7143,0.8619,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6681,helots,0.797,0.862,0.1376,forced,False
c2,058,058,D:\download\ato2\ATO\map\images\c2-tile-058-front.png,symmachy,邦联同盟,Symmachy,1,low,symmachy,邦联同盟,Symmachy,0.4359,helots,0.4788,0.5715,0.2223,low,False,,,,0.6776,helots,0.7875,0.8614,0.1398,none,True
c2,059,059,D:\download\ato2\ATO\map\images\c2-tile-059-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.616,cyclopes,0.7581,0.9717,0.0011,none,False,symmachy,邦联同盟,Symmachy,0.6347,cyclopes,0.7432,0.8776,0.1177,forced,False
c2,060,060,D:\download\ato2\ATO\map\images\c2-tile-060-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5855,cyclopes,0.6974,0.9019,0.0001,none,False,symmachy,邦联同盟,Symmachy,0.6368,cyclopes,0.7336,0.8721,0.1274,forced,False
c2,061,061,D:\download\ato2\ATO\map\images\c2-tile-061-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5116,cyclopes,0.625,0.8203,0.0793,none,False,symmachy,邦联同盟,Symmachy,0.6347,cyclopes,0.737,0.8728,0.128,forced,False
c2,062,062,D:\download\ato2\ATO\map\images\c2-tile-062-front.png,helots,希洛人,Helots,1,low,,,,0.5855,cyclopes,0.641,0.8605,0.1206,none,False,helots,希洛人,Helots,0.7291,cyclopes,0.7845,0.7506,0.2654,low,False
c2,063,063,D:\download\ato2\ATO\map\images\c2-tile-063-front.png,helots,希洛人,Helots,1,low,,,,0.325,helots,0.3532,0.3833,0.0059,none,False,helots,希洛人,Helots,0.7302,cyclopes,0.7819,0.7503,0.2626,low,False
c2,064,064,D:\download\ato2\ATO\map\images\c2-tile-064-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6026,cyclopes,0.7298,0.889,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6797,helots,0.7839,0.86,0.1405,forced,False
c2,065,065,D:\download\ato2\ATO\map\images\c2-tile-065-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5434,cyclopes,0.6074,0.6819,0.0001,none,False,symmachy,邦联同盟,Symmachy,0.6817,helots,0.7821,0.8609,0.1395,forced,False
c2,066,066,D:\download\ato2\ATO\map\images\c2-tile-066-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.4467,helots,0.4716,0.5125,0.0027,none,False,symmachy,邦联同盟,Symmachy,0.6822,helots,0.7793,0.8603,0.1385,forced,False
c2,067,067,D:\download\ato2\ATO\map\images\c2-tile-067-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6229,cyclopes,0.7262,0.8828,0.1017,none,False,symmachy,邦联同盟,Symmachy,0.6815,helots,0.7792,0.8669,0.137,forced,False
c2,068,068,D:\download\ato2\ATO\map\images\c2-tile-068-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6021,cyclopes,0.7071,0.8111,0.0,none,False,symmachy,邦联同盟,Symmachy,0.6343,cyclopes,0.7385,0.8724,0.1244,forced,False
c2,069,069,D:\download\ato2\ATO\map\images\c2-tile-069-front.png,helots,希洛人,Helots,1,low,,,,0.6179,cyclopes,0.705,0.8675,0.1012,none,False,helots,希洛人,Helots,0.7302,cyclopes,0.7797,0.7494,0.2634,low,False
c2,070,070,D:\download\ato2\ATO\map\images\c2-tile-070-front.png,helots,希洛人,Helots,1,low,,,,0.3277,cyclopes,0.3785,0.208,0.0033,none,False,helots,希洛人,Helots,0.7331,cyclopes,0.782,0.7538,0.2557,low,False
c2,071,071,D:\download\ato2\ATO\map\images\c2-tile-071-front.png,helots,希洛人,Helots,1,low,,,,0.3338,cyclopes,0.4585,0.3543,0.0031,none,False,helots,希洛人,Helots,0.7311,cyclopes,0.7858,0.7503,0.2617,low,False
c2,072,072,D:\download\ato2\ATO\map\images\c2-tile-072-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.6221,cyclopes,0.7003,0.8655,0.0438,none,False,symmachy,邦联同盟,Symmachy,0.6708,helots,0.7895,0.8622,0.1375,forced,False
c2,073,073,D:\download\ato2\ATO\map\images\c2-tile-073-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.5373,cyclopes,0.7016,0.8658,0.0097,none,False,symmachy,邦联同盟,Symmachy,0.6348,cyclopes,0.7292,0.8751,0.1219,forced,False
c2,074,074,D:\download\ato2\ATO\map\images\c2-tile-074-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.4789,cyclopes,0.5165,0.7251,0.0081,none,False,symmachy,邦联同盟,Symmachy,0.6288,cyclopes,0.7232,0.8725,0.1211,forced,False
c2,075,075,D:\download\ato2\ATO\map\images\c2-tile-075-front.png,helots,希洛人,Helots,1,low,,,,0.5436,helots,0.553,0.5594,0.0889,none,False,helots,希洛人,Helots,0.7253,cyclopes,0.7866,0.7513,0.2591,low,False
c2,076,076,D:\download\ato2\ATO\map\images\c2-tile-076-front.png,helots,希洛人,Helots,1,low,,,,0.5227,cyclopes,0.5335,0.7039,0.0001,none,False,helots,希洛人,Helots,0.7284,symmachy,0.7729,0.7504,0.2515,low,False
c2,077,077,D:\download\ato2\ATO\map\images\c2-tile-077-front.png,helots,希洛人,Helots,1,low,,,,0.5694,cyclopes,0.6431,0.724,0.0255,none,False,helots,希洛人,Helots,0.7293,symmachy,0.773,0.7516,0.2517,low,False
c2,078,078,D:\download\ato2\ATO\map\images\c2-tile-078-front.png,helots,希洛人,Helots,1,low,,,,0.5601,cyclopes,0.7017,0.8615,0.0029,none,False,helots,希洛人,Helots,0.7298,symmachy,0.748,0.7509,0.2577,low,False
c2,079,079,D:\download\ato2\ATO\map\images\c2-tile-079-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.4261,helots,0.4607,0.4142,0.0058,none,False,symmachy,邦联同盟,Symmachy,0.7119,helots,0.7292,0.7486,0.2575,low,False
c2,080,080,D:\download\ato2\ATO\map\images\c2-tile-080-front.png,helots,希洛人,Helots,1,low,,,,0.4516,cyclopes,0.4874,0.4785,0.0023,none,False,helots,希洛人,Helots,0.7263,symmachy,0.7578,0.7516,0.2596,low,False
c2,081,081,D:\download\ato2\ATO\map\images\c2-tile-081-front.png,symmachy,邦联同盟,Symmachy,1,forced,,,,0.2248,cyclopes,0.2615,0.1084,0.0316,none,False,symmachy,邦联同盟,Symmachy,0.6303,cyclopes,0.7396,0.8736,0.1206,forced,False
c2,082,082,D:\download\ato2\ATO\map\images\c2-tile-082-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.5599,cyclopes,0.6223,0.772,0.0707,none,False,symmachy,邦联同盟,Symmachy,0.6907,helots,0.7289,0.748,0.2606,low,False
c2,083,083,D:\download\ato2\ATO\map\images\c2-tile-083-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.5881,cyclopes,0.665,0.7433,0.0195,none,False,symmachy,邦联同盟,Symmachy,0.7181,helots,0.7295,0.7495,0.2587,low,False
c2,084,084,D:\download\ato2\ATO\map\images\c2-tile-084-front.png,symmachy,邦联同盟,Symmachy,1,low,,,,0.5344,symmachy,0.5379,0.5365,0.0,none,False,symmachy,邦联同盟,Symmachy,0.7187,helots,0.7302,0.7501,0.2571,low,False
c3,079,079,D:\download\ato2\ATO\map\images\c3-tile-079-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5602,twilightWatch,0.5698,0.7828,0.171,none,False,delphians,德尔菲人,Delphians,0.5771,twilightWatch,0.6826,0.7878,0.1932,low,False
c3,082,082,D:\download\ato2\ATO\map\images\c3-tile-082-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.2882,twilightWatch,0.326,0.185,0.1091,none,False,delphians,德尔菲人,Delphians,0.5787,twilightWatch,0.7099,0.7936,0.1937,low,False
c3,067,067,D:\download\ato2\ATO\map\images\c3-tile-067-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4654,sunheirs,0.5925,0.6163,0.0611,none,False,delphians,德尔菲人,Delphians,0.585,twilightWatch,0.7011,0.7914,0.1923,low,False
c3,071,071,D:\download\ato2\ATO\map\images\c3-tile-071-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5561,twilightWatch,0.6172,0.8197,0.1464,none,False,delphians,德尔菲人,Delphians,0.5798,sunheirs,0.7167,0.7887,0.196,low,False
c3,081,081,D:\download\ato2\ATO\map\images\c3-tile-081-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4266,twilightWatch,0.5171,0.6867,0.1161,none,False,delphians,德尔菲人,Delphians,0.5632,twilightWatch,0.6943,0.8088,0.1634,low,False
c3,086,086,D:\download\ato2\ATO\map\images\c3-tile-086-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5294,twilightWatch,0.6556,0.7675,0.0,none,False,delphians,德尔菲人,Delphians,0.573,sunheirs,0.713,0.7903,0.1935,low,False
c3,091,091,D:\download\ato2\ATO\map\images\c3-tile-091-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.4575,twilightWatch,0.5889,0.8034,0.0495,none,False,delphians,德尔菲人,Delphians,0.5697,sunheirs,0.72,0.827,0.1526,forced,False
c3,066,066,D:\download\ato2\ATO\map\images\c3-tile-066-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4622,twilightWatch,0.5456,0.7689,0.0052,none,False,delphians,德尔菲人,Delphians,0.5805,sunheirs,0.7046,0.7821,0.1995,low,False
c3,070,070,D:\download\ato2\ATO\map\images\c3-tile-070-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.488,sunheirs,0.4959,0.5028,0.1229,none,False,delphians,德尔菲人,Delphians,0.5904,twilightWatch,0.7086,0.8238,0.1532,forced,False
c3,008,008,D:\download\ato2\ATO\map\images\c3-tile-008-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,twilightWatch,暮光守望,Twilight Watch,0.4595,sunheirs,0.4717,0.422,0.4451,low,False,,,,0.6515,sunheirs,0.6543,0.5592,0.4454,none,True
c3,073,073,D:\download\ato2\ATO\map\images\c3-tile-073-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.3886,twilightWatch,0.3898,0.3231,0.0,none,False,delphians,德尔菲人,Delphians,0.5831,sunheirs,0.7008,0.7918,0.1984,low,False
c3,085,085,D:\download\ato2\ATO\map\images\c3-tile-085-front.png,"twilightWatch,delphians",暮光守望、德尔菲人,"Twilight Watch, Delphians",2,low,twilightWatch,暮光守望,Twilight Watch,0.462,sunheirs,0.5009,0.5469,0.3244,low,False,delphians,德尔菲人,Delphians,0.5496,sunheirs,0.6786,0.7765,0.1659,low,False
c3,013,013,D:\download\ato2\ATO\map\images\c3-tile-013-front.png,delphians,德尔菲人,Delphians,1,low,delphians,德尔菲人,Delphians,0.4682,twilightWatch,0.5443,0.6207,0.1686,low,False,,,,0.5251,twilightWatch,0.663,0.7657,0.228,none,True
c3,090,090,D:\download\ato2\ATO\map\images\c3-tile-090-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.4266,twilightWatch,0.4421,0.3776,0.3071,low,False,delphians,德尔菲人,Delphians,0.5086,twilightWatch,0.644,0.7537,0.2095,low,False
c3,016,016,D:\download\ato2\ATO\map\images\c3-tile-016-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4644,twilightWatch,0.5435,0.7748,0.0368,none,False,delphians,德尔菲人,Delphians,0.5867,twilightWatch,0.7035,0.8131,0.1717,low,False
c3,034,034,D:\download\ato2\ATO\map\images\c3-tile-034-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4062,twilightWatch,0.4259,0.3203,0.206,none,False,delphians,德尔菲人,Delphians,0.5777,sunheirs,0.7425,0.807,0.1816,low,False
c3,055,055,D:\download\ato2\ATO\map\images\c3-tile-055-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.5211,twilightWatch,0.6481,0.7508,0.0726,none,False,delphians,德尔菲人,Delphians,0.5887,twilightWatch,0.7154,0.8267,0.1541,forced,False
c3,039,039,D:\download\ato2\ATO\map\images\c3-tile-039-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.5238,twilightWatch,0.7054,0.8639,0.0,none,False,delphians,德尔菲人,Delphians,0.5407,twilightWatch,0.7181,0.8424,0.1369,forced,False
c3,057,057,D:\download\ato2\ATO\map\images\c3-tile-057-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5322,twilightWatch,0.6877,0.9101,0.0,none,False,delphians,德尔菲人,Delphians,0.5852,sunheirs,0.7169,0.7933,0.1962,low,False
c3,007,007,D:\download\ato2\ATO\map\images\c3-tile-007-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,twilightWatch,暮光守望,Twilight Watch,0.4642,delphians,0.5627,0.6881,0.1972,low,False,,,,0.6401,sunheirs,0.6402,0.5671,0.4337,none,True
c3,042,042,D:\download\ato2\ATO\map\images\c3-tile-042-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.43,delphians,0.4993,0.5791,0.0,none,False,delphians,德尔菲人,Delphians,0.5795,twilightWatch,0.7055,0.834,0.1411,forced,False
c3,059,059,D:\download\ato2\ATO\map\images\c3-tile-059-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.437,twilightWatch,0.4998,0.5678,0.0538,none,False,delphians,德尔菲人,Delphians,0.5785,sunheirs,0.7138,0.7981,0.1882,low,False
c3,072,072,D:\download\ato2\ATO\map\images\c3-tile-072-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,twilightWatch,暮光守望,Twilight Watch,0.4776,sunheirs,0.5381,0.6243,0.3296,low,False,,,,0.6483,sunheirs,0.6581,0.5585,0.4444,none,True
c3,047,047,D:\download\ato2\ATO\map\images\c3-tile-047-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.462,twilightWatch,0.6087,0.7916,0.0388,none,False,delphians,德尔菲人,Delphians,0.5796,sunheirs,0.7244,0.8277,0.1481,forced,False
c3,075,075,D:\download\ato2\ATO\map\images\c3-tile-075-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.4503,sunheirs,0.472,0.4675,0.0,none,False,twilightWatch,暮光守望,Twilight Watch,0.6642,sunheirs,0.6698,0.5723,0.429,low,False
