key,cycle,card_id,name,status,reason,resources,ocr_full,ocr_body,ocr_footer
c2:13632,c2,13632,Triskelion System,manual,choice/random/target needed; conditional effect,,"SABOTAGE: / TRISKELION SYSTEM /                       三幅节系统 / If you have 1+{, lose -1 Titan. / _ If this.ability didn't trigger, / gain +1\P. / %# ElSabotage F 28 / 35) or / BA / 移出卡组直到下一次定肝战斗 / 。 BB1246                                       人","If you have 1+{, lose -1 Titan. / If this ability didn't trigger, / gain +1.",(35)     人 «JED      4 / BU ABS) PRES / Ya ae ieee On ee
c2:13633,c2,13633,Titan Armory,manual,choice/random/target needed; conditional effect,,"SABOTAGE: / TITAN ARMORY / 泰坦兵工厂 / If you have 2+ iP,                  2 / permanently lose a random ¢ / card from the Argo Armory. / If this ability didn't trigger, / gain +1. / 洗回Sabotage卡组 / 移出上组直到下一次定肝战斗 / , BB1247","If you have 2+ i,                   : / permanently lose a random ¢ / card from the Argo Armory. / If this ability didn't trigger, / gain +1).",©      CID»: (      6 / 移出卡组直到下一次定肝战半 / i Ge ee ea
c2:13634,c2,13634,Krypteia Assassination Attempt,manual,conditional effect,,SABOTAGE: / RRYPTA ASSASSINATION / 。， 克里普提和 “暗杀行动 / ”如果你们有1+引，随机选择 / 一名阿尔戈英雄获得本卡。 / 战斗期间: 每当你掷出关键 / 失手时，一名克里普提上暗杀 / 者攻击了同步浸池。 / 检定力量Fury(8+)。 / KM: (Rash RRR / 将本卡永久移出游戏并结算 / Rude Awakening特殊事件。 / CHEB or GIBB tose -1 > / @ 移出天绍直到 ere / Remove until the next /    BB1248         Timeline Battle.,如果你们有1+了向，随机选择 / 一名阿尔戈英雄获得本卡。 / 战斗期间: 每当你构出关键 / 失手时，一名克里普提了暗杀 / 者攻击了同步浸池。 / 检定力量Fury(8+)。 / KM: (RANBIR LRAT. / 将本卡永久移出游戏并结算 / Rude Awakening特殊事件。 / TAN    W/o Sil Oe      Bar eS,37) 移出卡组直到下一次定肝战半 8 / Remove until the next /      BB1248             Timeline Battle.
c2:13635,c2,13635,Ambrosia Spill,semi,resource named but amount/action needs review,ambrosia resource,神浆泄漏 / AMBROSIA SPILL / 根据你们的不稳定神浆资源数: / 0-15: #RAR SWE. / 16-25: 神浆团四处乱窜，杀 / 死了几名你的船员! 失去-1X. / 26+: 神浆团惯怒地攻击船体! / 失去-1他 并将你们的不稳定 / GED or GI Gain +1 A. / ee | / Remove until the next / ' BB1251    Timeline Battle.,根据你们的不稳定神浆资源数 / 0-15: #RAR EMME. / 16-25: 神浆团四处乱窜，杀 / 死了几名你的船员! 失去-1从 / 26+: 神浆团惯怒地攻击船体| / 失去-1多 并将你们的不稳定,移出卡组直到下一次定时战半 é / Remove until the next / . BB1251               Timeline Battle.
c2:13636,c2,13636,Black Sludge,review,effect text not matched by current rules,,Ae ELIE / BLACK SLUDGE / ”随机确定一个方向。在你们 / 当前地图板块的所选方向侧 / UREN iar. / 所有从当前板块通往该方向 / 的水路被封锁。 / 下一次定时战斗后弃置此 / ID or Gain +1 A. / 移出卡组直到 re / Remove until the next / '   BB1250         Timeline Battle.,随机确定一个方向。在你们 / 当前地图板块的所选方向例 / 边放置一枚人现指示物。 / 所有从当前板块通往该方向 / 的水路被封锁。 / 下一次定时战斗后奔置此 / igri. / W/74) or 人(全 Gain +1 心.,移出卡组直到下一次定肝战半 中 / Remove until the next / BB1250               Timeline Battle.
c2:13637,c2,13637,Cackle,manual,external card/story effect,,Ar / 人 IB / GED Resolve an additional 的) / Tt is ae Ate ay ee / 人                        六 / 移出 sa ww:间 / Remove until the next / '   BB1243       Timeline Battle.                人,"CW /8+) Resolve an additional / 有  &, Y             *   1   .   .              » @  Pr / werk oy  Roath  REO / 人  Ai Secon >t aie ao ens Avo, / 。 i okie a tee RE aR Cae 。",移出卡组直到下一次定肝战半 8 / Remove until the next /      BB1243              Timeline Battle.
c2:13638,c2,13638,Private Lesson,review,effect text not matched by current rules,,"私人授课 / PRIVATE LESSON / Atthe end of the current / step, go to the Cruel / - Lesson Battle. / QED At the start of this / battle, Escalate 1. / 永久移出卡组 / Remove from the deck / '   BB1252        permanently.","At the end of the current / step, go to the Cruel / Lesson Battle. / HED At the start of this / battle, Escalate 1.",KABH EH    8 / Remove from the deck /     BB1252             permanently.                          ’
c2:13639,c2,13639,Moral Erosion,review,effect text not matched by current rules,,道德侵蚀 / MORAL EROSION / Gain +1 A or lose -1 / Humanity. / @JE Gain +1 V’. / @/I® Gain +1 V. / 移出卡组直到 re 3 / Remove until the next /    BB1249       Timeline Battle.               f,Gain +1 A or lose -1       : / Humanity. / 的 Gain +1 VW. / CID Gain +1 Y.,移出卡组直到下一次定时战半 @ / Remove until the next / . BB1249              Timeline Battle.
c2:13640,c2,13640,Smugglers,review,effect text not matched by current rules,,"iz, / gS g / R 疙 / 局 与 = / SO / REX SD / Ned  = / 5Se9 / egos / Z2EB / px    SEs / 2    w= E90   SS / J  o    On  Ae / x  g    AS ro  42 5 / E    wise =  = / Ls    th / f  =    Sad  tw & / RGD   = / °    So 二  RS / 2     aS fe)   4 = / = o  EOES  | 二 / ma (=) 2 335   E / pape eS  Cs / 以  oO 二 Fre a0  mS / LL)  S 总 L2535  Ke / Sp2eTS5 200  i / UO  Gs SOR  ms / oes l= ofS 、  se / ae ea5ee  Qs / 5 2ese ces  ve / = Beets sa   : / WD  = pb 5§sze / wp EE ASSOnS / bees VEE / S SRGELROS / BS=Scsouss   8 / eRe oe  a>>   al / mee SLO   = / oO / oa)",QO =.= / 和二 局 / Qe oy / See / e2Eexz / 办      第一已区   EN / NN    一、          色   as / ll    六      6208 / =      一 DED   也 / nd / 9    Bpaes / Ss oe Sats   IK / Oo @      a / Mme > 5 £2535 a / =  SS  eS Ss   oo / —   Sewmeoa Ss BGOM   NI / x SS GLSiKV. | / ~   和AT Pei,a ee eS a a / SEESESSSS 86 Of / ®  人     i) / SsSssesOmss   nN
c2:13641,c2,13641,Spy Network,manual,choice/random/target needed,,[ea] Fe DZ / Spy NETWORK / Gain +1. /  Roll a d10. On 8+ / gain +1 cb. / 移出卡组直到 errr / Remove until the next / |   BB1242       Timeline Battle.               f,Gain+1%.°             : /  Roll a d10. On 8+ / gain +1 ch.,移出卡组直到 ene / Remove until the next / )     BB1242               Timeline Battle.
c3:13500,c3,13500,,base-auto,gain fixed resources; extra conditional gain; choice/random/target needed,skinOfMalice resource,深渊聆听 / ABYSS LISTENS / Gain 2 Skin of Malice / resources. / CEM Gain +1 A as / a group. / CB1639,Gain 2 Skin of Malice / resources. / Ofte» Gain +1A\ as / a group.,CB1639
c3:13501,c3,13501,,base-auto,gain fixed resources; optional/alternate effect; alternate or bonus resource line,daedalusMakina resource,ARE BY A Hie J / PREESCHATON / FOUNDRY / Gain 2 Daedalus Makina / resources. / Cites» Gain 1 Daedalus / Makina resource instead. / CB1643,Gain 2 Daedalus Makina / resources. / Girma Gain 1 Daedalus / Makina resource instead.,CB1643
c3:13502,c3,13502,,base-auto,gain fixed resources; extra conditional gain; choice/random/target needed,sirenshell resource,ain Al) ET AH ES / TEMPLE OF HELIOS / Gain 2 Sirenshell / resources. /  Gain +1 as / a group.,Gain 2 Sirenshell / resources. / CT Gain +1 Vas / a group. /  e.,CB1646
c3:13503,c3,13503,,base-auto,gain fixed resources; optional/alternate effect; alternate or bonus resource line,livingAbyss resource,深渊诉这 / ABYSS SPEAKS / Gain 2 Living Abyss / resources. /       fm Gain 3 Living / Abyss resources instead. / CB1636,Gain 2 Living Abyss / resources. / GIST Gain 3 Living / Abyss resources instead.,CB1636
c3:13504,c3,13504,,base-auto,gain fixed resources; optional/alternate effect; alternate or bonus resource line,daedalusMakina resource,的 /            IDDEN / WORKSHOP / Gain 1 Daedalus Makina / resource. / CE Gain 2 Daedalus / Makina resources instead. / CB1642,Gain 1 Daedalus Makina / resource. / Ga Gain 2 Daedalus / Makina resources instead.,CB1642
c3:13505,c3,13505,,base-auto,gain fixed resources; optional/alternate effect; alternate or bonus resource line,sirenshell resource,ar Fl) RE AR SS / SHRINE TO HELIOS / Gain 1 Sirenshell resource. /  Gain 2 Sirenshell / resources instead. / CB1644,Gain 1 Sirenshell resource. /  Gain 2 Sirenshell / resources instead.,CB1644
c3:13506,c3,13506,,base-auto,gain fixed resources; extra conditional gain; choice/random/target needed,livingAbyss resource,ABYSS COMMANDS / Gain 2 Living Abyss / resources. /  Gain +1 Qas / a group. Gain as manyA / as a group as you have / total Q as a group. / CB1638,Gain 2 Living Abyss / resources. /  Gain +1 QO as / a group. Gain as many A / as a group as you have / total O as a group.,CB1638
c3:13507,c3,13507,,base-auto,gain fixed resources; optional/alternate effect; alternate or bonus resource line,livingAbyss resource,深渊低语 / ABYSS WHISPERS / Gain 1 Living Abyss / resource. / GET Gain 2 Living / Abyss resources instead. / CB1637              :,Gain 1 Living Abyss / resource. / Gis Gain 2 Living / Abyss resources instead.,CB1637
c3:13508,c3,13508,,base-auto,gain fixed resources; extra conditional gain; choice/random/target needed,sirenshell resource,RA RET RRR / TEMPLE OF FIELIOS / Gain 2 Sirenshell / resources. /  Gain +1 as / a group. / re,Gain 2 Sirenshell / resources. / OP Gain +1 W as / a group.,CB1647
c3:13509,c3,13509,,base-auto,gain fixed resources; extra conditional gain; choice/random/target needed,hyperboreanAlloy resource,FRA RSG / HYPERBOREAN / RUINS / Gain 2 Hyperborean Alloy / resources. /  Gain +1 A. as / a group. / CB1666,Gain 2 Hyperborean Alloy / resources. /  Gain +1 A as / a group.,CB1666
c3:13510,c3,13510,,base-auto,gain fixed resources; optional/alternate effect; extra conditional gain,daedalusMakina resource,代达罗斯考古工坊 / AXEDALUS / ARCHARTIFICERY / Gain 3 Daedalus Makina / resources. /  Gain +1 (once / until the next Timeline / Battle). . / CB1669           —,Gain 3 Daedalus Makina / resources. /  Gain +10 (once / until the next Timeline / Battle). .,CB1669
c3:13511,c3,13511,,base-auto,gain fixed resources; alternate or bonus resource line,sirenshell resource,32 -E AN EIA B35 aR / SIREN TEM PLE OF / HYPERION / Gain 3 Sirenshell / resources. /  Gain 1 Antedeluvian / Sirenshell Rare resource. / CB1676,Gain 3 Sirenshell / resources. / | Gain 1 Antedeluvian / Sirenshell Rare resource.,CB1676
c3:13512,c3,13512,,base-auto,gain fixed resources; extra conditional gain; choice/random/target needed,skinOfMalice resource,BYSS / CONTEMPLATES / Gain 1 Skin of Malice / resource. /  Gain +1 A as / a group. / CB1641,Gain 1 Skin of Malice / resource. /  Gain +1 Aas / a group.,CB1641
c3:13513,c3,13513,,base-auto,gain fixed resources; loss or non-resource side effect; choice/random/target needed,hyperboreanAlloy resource,远古仓库 / ANCIENT / REPOSITORY / Gain 3 Hyperborean Alloy / resources. / GE Lose -1 Titan. / CB1664          7,Gain 3 Hyperborean Alloy / resources. / €Xiiz Lose -1 Titan.,CB1664
c3:13514,c3,13514,,base-auto,gain fixed resources; loss or non-resource side effect,hyperboreanAlloy resource,远古仓库 / ANCIENT / REPOSITORY / Gain 3 Hyperborean Alloy / resources. /  Lose -1 €. / 了,Gain 3 Hyperborean Alloy / resources. /  Lose -1€.,CB1668
c3:13515,c3,13515,,base-auto,gain fixed resources; optional/alternate effect,sirenshell resource,AR IR SASF Bo) SAFE Hee / PORCOTIEN TEMPLE / OF IAPETUS  - / Gain 2 Sirenshell / resources. /  Place 1 ¥ on Inward / Odyssey (once until the / next Timeline Battle). / CB1675,Gain 2 Sirenshell / resources. /  Place 1 ¥ on Inward / Odyssey (once until the / next Timeline Battle).,CB1675
c3:13516,c3,13516,,base-auto,gain fixed resources; extra conditional gain; choice/random/target needed,hyperboreanAlloy resource,At XA 图记忆 / HYPERBOREAN / LIBRARY / Gain 4 Hyperborean Alloy / resources. /  Gain +1 A as / a group. / CB1663,Gain 4 Hyperborean Alloy / resources. /  Gain +1 A as / a group.,CB1663
c3:13517,c3,13517,,base-auto,gain fixed resources; extra conditional gain,sirenshell resource,Coe eee / RAND IHOLOS / OF HELIOS / Gain 4 Sirenshell / resources. /  Gain +1 A. / CB1674          |,Gain 4 Sirenshell / resources. / (etmner® Gain +1 A.,CB1674
c3:13518,c3,13518,,base-auto,gain fixed resources; optional/alternate effect; alternate or bonus resource line,sirenshell resource,‘bak Fl) RT A SE / SHRINE TO HELIOS / Gain 1 Sirenshell resource. /  Gain 2 Sirenshell / resources instead. / CB1645,Gain 1 Sirenshell resource. /  Gain 2 Sirenshell / resources instead.,CB1645
c3:13519,c3,13519,,base-auto,gain fixed resources; loss or non-resource side effect,hyperboreanAlloy resource,冻士人网书馆 / HYPERBOREAN / LIBRARY / Gain 4 Hyperborean Alloy / resources. /  Lose -1 YW. / CB1662,Gain 4 Hyperborean Alloy / resources. / : Lose -1 YW.,CB1662
c3:13520,c3,13520,,base-auto,gain fixed resources; extra conditional gain,daedalusMakina resource,Dey (aT eae / AEDALUS / ARCHARTIFICERY / Gain 3 Daedalus Makina / resources. /  Gain +1 ¥. / CB1670            /,Gain 3 Daedalus Makina / resources. / GT) Gain +1 ¥.,"本  . ""¢@           Lt . ‘   e / CB1670"
c3:13521,c3,13521,,base-auto,gain fixed resources; optional/alternate effect; extra conditional gain,sirenshell resource,City tee / RAND TEMPLE / OF HELIOS / Gain 3 Sirenshell / resources. / You may gain +3 YW to / gain +1 Priest. / CB1673           wo,Gain 3 Sirenshell / resources. / You may gain +3 W to / gain +1 Priest. / 对,CB1673
c3:13522,c3,13522,,base-auto,gain fixed resources; optional/alternate effect; alternate or bonus resource line,skinOfMalice resource,深渊思虑 / ABYSS / CONTEMPLATES / Gain 1 Skin of Malice / resource. /  Gain 2 Skin of / Malice resources instead. / CB1640,Gain 1 Skin of Malice / resource. /  Gain 2 Skin of / Malice resources instead.,CB1640
c3:13523,c3,13523,,base-auto,gain fixed resources; loss or non-resource side effect,hyperboreanAlloy resource,毁坏 和 / RUINED FIYYPERBOREAN / METROPOLIS / Gain 5 Hyperborean Alloy / resources. /  Lose -1 %. / CB1661,Gain 5 Hyperborean Alloy / resources. /  Lose -1 Y.,CB1661
c3:13524,c3,13524,,base-auto,gain fixed resources; extra conditional gain,daedalusMakina resource,青铀人军哈室 / BRONZE PEOPLE / LABORATORY / Gain 5 Daedalus Makina / resources. / OST Gain +16. / CB1671             ),Gain 5 Daedalus Makina / resources. / (Erner® Gain +116.,CBi671
c3:13525,c3,13525,,base-auto,gain fixed resources; extra conditional gain,sirenshell resource,7 AME Be / YPERBOREAN / TEMPLE OF CRONUS / Gain 5 Sirenshell / resources. /  Gain +116. / CB1672           i,Gain 5 Sirenshell / resources. / Garin Gain +116.,CB1672            )
c3:13526,c3,13526,,base-auto,gain fixed resources; extra conditional gain,hyperboreanAlloy resource,飞空摇篮 / SOARING CRADLE / Gain 6 Hyperborean Alloy / resources. /  Gain +1 VW. / CB1665,Gain 6 Hyperborean Alloy / resources. /  Gain +1 V.,CB1665
c3:13527,c3,13527,,base-auto,gain fixed resources; alternate or bonus resource line,"daedalusMakina resource, sirenshell resource",冻本人的柯罗诸斯神殿 / FIVBERBOREAN / TEMPLE OF CRONUS / Gain 5 Sirenshell / resources. / Grey Gain 1 Daedalus / Makina resource.,Gain 5 Sirenshell / resources. /  Gain 1 Daedalus / Makina resource.,CB1667
c3:13528,c3,13528,,manual,choice/random/target needed,,#18 / TITAN / Gain +1 Titan. /  Gain +1 Qasa / group.,Gain +1 Titan. /  Gain+1Qasa / eroup.,CB1648
c3:13529,c3,13529,,manual,choice/random/target needed,,未驯服的泰坦 / UNTAMED TITAN / Gain +1 Titan. /  Gain +1Qasa / group. / (ss BLOG| gyccite sa RR,Gain +1 Titan. /  Gain +1Qasa / group.,CB1649
c3:13530,c3,13530,,manual,choice/random/target needed; external card/story effect,,4而 777 / 德尔菲人舰队 / DELPHIAN FLEET / Resolve an effect based on your / Diplomacy with Delphians. / LD Gain +1 Y. / GIETIND Gain +1 Titan. / 人uc多Each Argonaut gains +1 A. / CONTEND Gain +1 YY. / X Denounced J Lose -1 Titan. /  Lose -1€. / 7/74) Random Argonaut gains 1 / Fated Mnemos card. / (32) 移出上组直到下一次定肝战斗 8 / Remove until the next / CB1658           Timeline Battle.,Resolve an effect based on your / Diplomacy with Delphians. /  Gain +1 Y. /  Gain +1 Titan. /  Each Argonaut gains +1 A /  Gain +1 WY. / ‘ Denounced} Lose -1 Titan. /  Lose -1 €.,@ sutaanr—xeney @ / Remove until the next / CB1658               Timeline Battle.
c3:13531,c3,13531,,manual,choice/random/target needed; external card/story effect,,Teaver / WILIGHT / PATHFINDER / Resolve an effect based on your / Diplomacy with the Twilight Watch. / CNT) Gain +1 %. /  Gain +1 Frozen Time. / CEMED Gain +1’. / ’ Unfriendly Senna SS /  Gain +218. /  Lose -1X. / W774) Random Argonaut gains 1 / Fated Mnemos card. / Remove until the next / CB1659           Timeline Battle.,Resolve an effect based on your / Diplomacy with the Twilight Watch. /  Gain +1 次. /  Gain +1 Frozen Time. /  Gain +1 YW. /  Gain +1. /  Gain +2 (6. /  Lose -1 2.,@ v1 :2227-x2001§ / Remove until the next / CB1659               Timeline Battle.
c3:13532,c3,13532,,manual,choice/random/target needed; external card/story effect,,HELIAN HOLY / ADJUDICATORY / Resolve an effect based on your / Diplomacy. with the Sunheirs. / 《TRY Gain +1 and +1 1B. / 人 Friendly ) Place 1% on / Inward Odyssey. / ‘ Neutral Each Argonaut gains +1 出 / (CU Gain +1 YY. / Ores) Lose -1 XM or -1€. / GZ Gain +14. / CHEB Random Argonaut gains 1 / Fated Mnemos card. / Remove until the next / CB1660           Timeline Battle.,Resolve an effect based on your / Diplomacy. with the Sunheirs. / CTE) Gain +1 and +118. / ‘ Friendly } Place 1 @ on / Inward Odyssey. /  Each Argonaut gains + 1 WY. /  Gain +1 YY. /  Lose -1 % or -1€. /  Gain +1.,@) surat —xenny ¢ / Remove until the next / CB1660               Timeline Battle.
c3:13533,c3,13533,,manual,external card/story effect,,"Ar / 人 es / CHEB Resolve an additional @). / 。 o  ec.    oem    ae  Re / ”了 Md            *            BY tte 号  , / 7   rf . = 。 Pos : eS is  ‘ / 移出卡组直到下一次定时战半 4 / Remove until the next / CB1651               Timeline Battle.",8 Resolve an additional / em  区  “  saat / fs NTE                     NEP igen,移出卡组直到下一次定时战半 4 / Remove until the next / CB1651               Timeline Battle.
c3:13534,c3,13534,,manual,conditional effect,,"契订夫的太阳 / CHEKHOV'S SUN / @E Lose -1.Frozen Time and / either -1 ¥€ or -1 €. If this ability / didn't trigger, gain +1 iB. / @&® 有2张回忆卡 / 且回忆节点总数最多的 / 一名阿尔戈英雄将它的 / 回忆卡节点数量互相交换。 / 在之后的故事步骤中 / 结算因此导致的回忆突破。 / BiH KA BB R—KEA AAS ¢ / Remove until the next / CB1657            Timeline Battle.","3/34) Lose 1  Frozen Time and / either -1 4 or -1 €. If this ability / didn't trigger, gain +1 IB. / GB 有2张回忆卡 / 且回忆节点总数最多的 / 一名阿尔戈英雄将它的 / 回忆卡节总数量互相交换。 / 在之后的故事步骤中",it KA BF RE AAS  ¢ / Remove until the next / CB1657                Timeline Battle.
c3:13535,c3,13535,,manual,choice/random/target needed,,he zt   损  、 / ENTROBY's / EMBRACE / Each Argonaut gains as many / W and/or A\ as you have IB. / Then lose -21B. / CHED or EID Lose -1 €. / BUKABE K—KEAT RA ¢ / Remove until the next / CB1656           Timeline Battle.,Each Argonaut gains as many / W and/or A\ as you have IB. / Then lose -2 (6. / 人局 or EID Lose -1 €.,移出卡组直到下一次定肝战阅 @ / Remove until the next / CB1656               Timeline Battle.
c3:13536,c3,13536,,manual,conditional effect,,"[AST-FORWARDED / @E Lose -218 and gain / +14. / If this ability didn't trigger, / gain +1 and remove this / card until the next Timeline / Battle. / KA BH KA / = 个 为移出 不组直到下一次定时战斗","@IED Lose -2 16 and gain / +1 A. / _ If this ability didn t trigger, / gain + 1[b3.and remove this / card until the next Timeline / Battle.",IKA #3 1 KZ / as.en 和 / op eH 大组直到下一次害肝战斗
c3:13537,c3,13537,,review,effect text not matched by current rules,,"恒 / 同    S 所 / BS ® / a ee   = 2 / AN  必] / SI =  Shs § = / maf, pfete S / > = oO <s 全 / = S 号RS / wae © 68 Segse & / Yo) 4 <x S88 5 / iS <6v 2 g / a 22, e5e55 & / a S258 8a se : / SSRESSL4GS 六 / md O55 Be ess 和 / C) eSecauges : / wes Farceey WU / EES BLO 5 / ASRS ROUND SAM l=  S / Doo AO Fe S / [一 CRO = OS 从一从 / See as e 有 / Zz  云云全SSS人法 / Fest ESSE 从 / <I SSS 45 0085 / PM SS Sa ee ES / > meeeee eee / ESSESESES / Ss aASBEGHS / Zz. eee oes / SPE AAO Seg 5 / & AQOmrke S / CO Sm est ees cae = / =  = / ston CQ / S)",<o        SS a / 2 = /       ieee / D    ee Sh oe / © / S48 Saos s / D   c= J 三:ES GUN / >   tp  ws <et6ne20 /  Es Oe he / Saez St 55 / yy  aes o2 8M a x / ESS note reed emet i) 1 igeg nh Arner / LL)  S—-2@Sstsati veg / a  SCODERNZES / Ww  A  (S) / GOO = Ss 5 SS / Yih heey 4 & he O / RO Ae / 从  A A / VE OMe CL eee,bp Bw noes os / re Ae yeh pyc be / SEES eess AS / oes se AO) Octoen- co  = / eB OD SR me IO  名
c3:13538,c3,13538,,manual,conditional effect,,"‘Alas / REWOUND / @IE® Lose -118 and return / to the previous tile (treat this / tile as. explored). / If this ability didn't trigger, / gain +1 [6 and remove this / card until the next Timeline / Battle. / 永久移出上组 / 7 AAG HH FEF K—-RE A ARAL","@SIE® Lose -1 18 and return / to the previous tile (treat this / tile as.explored). / If this ability didn t trigger, / gain +1[6 and remove this / card until the next Timeline / Battle.",IK A #3 i ZA /  am § / ae X ApH 大组直到下一次害肝战斗
c3:13539,c3,13539,,manual,choice/random/target needed,,"间谍网络 / SPY NETWORK / Gain +1 ¥. / 《人mey Roll a d10. On 8+, / gain +1 cb. / 移出卡组直到下一次定时战半 8 / Remove until the next / CB1650               Timeline Battle.","Gain +18. /  Roll a d10. On 8+, / gain +1 cb.",移出卡组直到下一次定肝战半 é / Remove until the next / CB1650                Timeline Battle.
c3:13540,c3,13540,,manual,conditional effect,,"ee [ol ig A / TIGHTENING THE / LOOP / @JED Lose -218 and lower / your Loop Length by 1. / If this ability didn't trigger, / gain + 1[63.and remove this / card until the next Timeline / Battle. / 永久移出卡组 / op ee 不组直到下一次定时战斗","@E® Lose -2(8 and lower / your Loop Length by 1. / If this ability didn't trigger, / gain +1 [6s.and remove this / card until the next Timeline / Battle.",IRA FF OR ZA / GD.GD 和 / op nH 不组直到下一次害肝战斗
c3:13541,c3,13541,,manual,conditional effect; external card/story effect,,"明日双绿 / TOMORROW'S / [EDGE / If on a $& Map Tile: Gain +1. / @E See the Tomorrow's / Edge special event. / If this ability didn't trigger, / gain +1[$ and remove this / card until the next Timeline / Battle. / KABA / 移出卡组直到下一次定肝战斗 / CB1652","If on a 3 Map Tile: Gain +118 / @E See the Tomorrow's / Edge special event. / If this ability didn't trigger, / gain + 1 [68 and remove this / card until the next Timeline / Battle.",AKA 12 HB 2H / GD § / fe FA BIT — REM / CB1652
